"2655158","Campana de 60 cm, 3 velocidades, de acero inoxidable, con motor."
"2655173","Campana circular de 60 cm, una velocidad, de acero inoxidable, con motor."
"2655175","Campana de 60 cm, una velocidad, pintado, con motor."
"2174499","Son especialmente aptas para ser usadas a la intemperie por su grado de protección IP65. Para paso, derivación y conexión. Son fabricadas con termoplásticos aislantes, siendo aptas para ser utilizadas en instalaciones fijas domiciliarias o industriales tanto embutidas como sobrepuestas y compatibles con la totalidad de los artículos Genrod.
Disponible en LH. Certificado IRAM"
"2174500","Son especialmente aptas para ser usadas a la intemperie por su grado de protección IP65. Para paso, derivación y conexión. Son fabricadas con termoplásticos aislantes, siendo aptas para ser utilizadas en instalaciones fijas domiciliarias o industriales tanto embutidas como sobrepuestas y compatibles con la totalidad de los artículos Genrod.
Disponible en LH. Certificado IRAM"
"2174514","Son especialmente aptas para ser usadas a la intemperie por su grado de protección IP65. Para paso, derivación y conexión. Son fabricadas con termoplásticos aislantes, siendo aptas para ser utilizadas en instalaciones fijas domiciliarias o industriales tanto embutidas como sobrepuestas y compatibles con la totalidad de los artículos Genrod.
Disponible en LH. Certificado IRAM"
"2174507","Son especialmente aptas para ser usadas a la intemperie por su grado de protección IP65. Para paso, derivación y conexión. Son fabricadas con termoplásticos aislantes, siendo aptas para ser utilizadas en instalaciones fijas domiciliarias o industriales tanto embutidas como sobrepuestas y compatibles con la totalidad de los artículos Genrod.
Disponible en LH. Certificado IRAM"
"2174517","Son especialmente aptas para ser usadas a la intemperie por su grado de protección IP65. Para paso, derivación y conexión. Son fabricadas con termoplásticos aislantes, siendo aptas para ser utilizadas en instalaciones fijas domiciliarias o industriales tanto embutidas como sobrepuestas y compatibles con la totalidad de los artículos Genrod.
Disponible en LH. Certificado IRAM"
"2174509","Son especialmente aptas para ser usadas a la intemperie por su grado de protección IP65. Para paso, derivación y conexión. Son fabricadas con termoplásticos aislantes, siendo aptas para ser utilizadas en instalaciones fijas domiciliarias o industriales tanto embutidas como sobrepuestas y compatibles con la totalidad de los artículos Genrod.
Disponible en LH. Certificado IRAM"
"2174600","caja cablecanal
cajas para cablecanal
caja cable canal
cajas para cable canal"
"2174495","Son especialmente aptas para ser usadas a la intemperie por su grado de protección IP65. Para paso, derivación y conexión. Son fabricadas con termoplásticos aislantes, siendo aptas para ser utilizadas en instalaciones fijas domiciliarias o industriales tanto embutidas como sobrepuestas y compatibles con la totalidad de los artículos Genrod.
Disponible en LH. Certificado IRAM"
"2174502","Son especialmente aptas para ser usadas a la intemperie por su grado de protección IP65. Para paso, derivación y conexión. Son fabricadas con termoplásticos aislantes, siendo aptas para ser utilizadas en instalaciones fijas domiciliarias o industriales tanto embutidas como sobrepuestas y compatibles con la totalidad de los artículos Genrod.
Disponible en LH. Certificado IRAM"
"2174504","Son especialmente aptas para ser usadas a la intemperie por su grado de protección IP65. Para paso, derivación y conexión. Son fabricadas con termoplásticos aislantes, siendo aptas para ser utilizadas en instalaciones fijas domiciliarias o industriales tanto embutidas como sobrepuestas y compatibles con la totalidad de los artículos Genrod.
Disponible en LH. Certificado IRAM"
"2727929","Termostatos ambiente tipo 1T.01.0, 1 CO, blanco.

Las características incluyen:

Temperatura regulable (+ 7… + 30) °C
Indicador luminoso de funcionamiento del sistema.
También disponible en las siguientes versiones:

Termostato ambiente tipo 1T.01.1 ON/OFF, con interruptor ON/OFF, temperatura regulable (+ 7… + 30) °C, indicador luminoso de funcionamiento del sistema.
Termostato ambiente tipo 1T.01.2 VERANO/INVIERNO, con interruptor VERANO/INVIERNO, temperatura regulable ((+ 7… + 30) °C, testigo de funcionamiento del sistema"
"3455163","Conector rápido para caños de electricidad 25mm 1'"
"3455166","Conector rápido para caños de electricidad 50mm 2'"
"3455165","Conector rápido para caños de electricidad 40mm  1  1/2'"
"3455160","Conector rápido para caños de electricidad 16mm  5/8'"
"3455162","Conector rápido para caños de electricidad 22mm  7/8'"
"3455164","Conector rápido para caños de electricidad 32mm 1  1/4'"
"3810034","aplicación del dispositivo:tarea pesada
cantidad por juego:juego de 100
color:negro
rango de producto:Dexson
tipo de producto o componente:abrazadera de cables"
"3810032","aplicación del dispositivo:tarea pesada
cantidad por juego:juego de 100
color:negro
rango de producto:Dexson
tipo de producto o componente:abrazadera de cables"
